Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/18/2020 05:45:00,NORTH,61755,18.93,-0.37,0
02/18/2020 05:45:00,NPX,61845,20.59,1.29,0
02/18/2020 05:45:00,O H,61846,18.16,-1.14,0
02/18/2020 05:45:00,PJM,61847,19.73,0.42,0
02/18/2020 05:45:00,WEST,61752,18.45,-0.85,0
02/18/2020 05:50:00,CAPITL,61757,19.17,0.64,-8.59
02/18/2020 05:50:00,CENTRL,61754,11.06,0.05,-1.08
02/18/2020 05:50:00,DUNWOD,61760,17.06,0.81,-6.32
02/18/2020 05:50:00,GENESE,61753,10.56,-0.17,-0.8
02/18/2020 05:50:00,H Q,61844,9.71,-0.22,0
02/18/2020 05:50:00,HUD VL,61758,16.97,0.75,-6.29
02/18/2020 05:50:00,LONGIL,61762,20.42,1.19,-9.3
02/18/2020 05:50:00,MHK VL,61756,11.37,0.31,-1.13
02/18/2020 05:50:00,MILLWD,61759,17.12,0.78,-6.41
02/18/2020 05:50:00,N.Y.C.,61761,17.14,0.89,-6.32
02/18/2020 05:50:00,NORTH,61755,9.74,-0.19,0
02/18/2020 05:50:00,NPX,61845,17.99,0.67,-7.39
02/18/2020 05:50:00,O H,61846,10.38,-0.58,-1.02
02/18/2020 05:50:00,PJM,61847,13.99,0.18,-3.89
02/18/2020 05:50:00,WEST,61752,10.5,-0.47,-1.04
02/18/2020 05:55:00,CAPITL,61757,17.92,0.66,-7.11
02/18/2020 05:55:00,CENTRL,61754,11.1,0.05,-0.89
02/18/2020 05:55:00,DUNWOD,61760,16.21,0.83,-5.23
02/18/2020 05:55:00,GENESE,61753,10.61,-0.2,-0.66
02/18/2020 05:55:00,H Q,61844,9.93,-0.22,0
02/18/2020 05:55:00,HUD VL,61758,16.12,0.76,-5.21
02/18/2020 05:55:00,LONGIL,61762,21.8,1.21,-10.44
02/18/2020 05:55:00,MHK VL,61756,11.41,0.32,-0.93
02/18/2020 05:55:00,MILLWD,61759,16.26,0.8,-5.3
02/18/2020 05:55:00,N.Y.C.,61761,16.29,0.91,-5.23
02/18/2020 05:55:00,NORTH,61755,9.96,-0.19,0
02/18/2020 05:55:00,NPX,61845,16.95,0.68,-6.12
02/18/2020 05:55:00,O H,61846,10.37,-0.63,-0.85
02/18/2020 05:55:00,PJM,61847,13.56,0.19,-3.21
02/18/2020 05:55:00,WEST,61752,10.5,-0.51,-0.86
02/18/2020 06:00:00,CAPITL,61757,13.13,0.8,0
02/18/2020 06:00:00,CENTRL,61754,12.44,0.11,0
02/18/2020 06:00:00,DUNWOD,61760,13.34,1.01,0
02/18/2020 06:00:00,GENESE,61753,12.12,-0.21,0
02/18/2020 06:00:00,H Q,61844,12.04,-0.28,0
02/18/2020 06:00:00,HUD VL,61758,13.25,0.92,0
02/18/2020 06:00:00,LONGIL,61762,13.82,1.48,-0.02
02/18/2020 06:00:00,MHK VL,61756,12.73,0.41,0
02/18/2020 06:00:00,MILLWD,61759,13.3,0.97,0
02/18/2020 06:00:00,N.Y.C.,61761,13.41,1.08,0
02/18/2020 06:00:00,NORTH,61755,12.07,-0.26,0
02/18/2020 06:00:00,NPX,61845,13.14,0.81,0
02/18/2020 06:00:00,O H,61846,11.63,-0.69,0
02/18/2020 06:00:00,PJM,61847,12.61,0.28,0
02/18/2020 06:00:00,WEST,61752,11.83,-0.49,0
02/18/2020 06:05:00,CAPITL,61757,13.49,0.81,0
02/18/2020 06:05:00,CENTRL,61754,12.83,0.15,0
02/18/2020 06:05:00,DUNWOD,61760,13.71,1.04,0
02/18/2020 06:05:00,GENESE,61753,12.54,-0.14,0
02/18/2020 06:05:00,H Q,61844,12.37,-0.3,0
02/18/2020 06:05:00,HUD VL,61758,13.63,0.95,0
02/18/2020 06:05:00,LONGIL,61762,14.21,1.53,0
02/18/2020 06:05:00,MHK VL,61756,13.12,0.44,0
02/18/2020 06:05:00,MILLWD,61759,13.68,1,0
02/18/2020 06:05:00,N.Y.C.,61761,13.79,1.12,0
02/18/2020 06:05:00,NORTH,61755,12.38,-0.29,0
02/18/2020 06:05:00,NPX,61845,13.51,0.84,0
02/18/2020 06:05:00,O H,61846,12.08,-0.6,0
02/18/2020 06:05:00,PJM,61847,13.02,0.34,0
02/18/2020 06:05:00,WEST,61752,12.28,-0.39,0
02/18/2020 06:10:00,CAPITL,61757,16.52,-0.07,-17.65
02/18/2020 06:10:00,CENTRL,61754,1.17,-0.01,-2.24
02/18/2020 06:10:00,DUNWOD,61760,11.82,-0.09,-12.98
02/18/2020 06:10:00,GENESE,61753,0.61,0.02,-1.65
02/18/2020 06:10:00,H Q,61844,-1.03,0.03,0
02/18/2020 06:10:00,HUD VL,61758,11.78,-0.08,-12.92
02/18/2020 06:10:00,LONGIL,61762,11.8,-0.13,-12.99
02/18/2020 06:10:00,MHK VL,61756,1.2,-0.04,-2.3
02/18/2020 06:10:00,MILLWD,61759,12.01,-0.09,-13.16
02/18/2020 06:10:00,N.Y.C.,61761,11.81,-0.1,-12.97
02/18/2020 06:10:00,NORTH,61755,-1.03,0.03,0
02/18/2020 06:10:00,NPX,61845,14.05,-0.07,-15.18
02/18/2020 06:10:00,O H,61846,1.11,0.06,-2.1
02/18/2020 06:10:00,PJM,61847,6.9,-0.02,-7.98
02/18/2020 06:10:00,WEST,61752,1.12,0.05,-2.13
02/18/2020 06:15:00,CAPITL,61757,30.74,-0.57,-39.88
02/18/2020 06:15:00,CENTRL,61754,-3.63,-0.1,-5.06
02/18/2020 06:15:00,DUNWOD,61760,20,-0.74,-29.32
02/18/2020 06:15:00,GENESE,61753,-4.77,0.09,-3.72
02/18/2020 06:15:00,H Q,61844,-8.37,0.21,0
02/18/2020 06:15:00,HUD VL,61758,19.95,-0.67,-29.2
02/18/2020 06:15:00,LONGIL,61762,19.68,-1.07,-29.33
02/18/2020 06:15:00,MHK VL,61756,-3.7,-0.3,-5.19
02/18/2020 06:15:00,MILLWD,61759,20.45,-0.7,-29.73
02/18/2020 06:15:00,N.Y.C.,61761,19.93,-0.8,-29.31
02/18/2020 06:15:00,NORTH,61755,-8.36,0.22,0
02/18/2020 06:15:00,NPX,61845,25.14,-0.57,-34.29
02/18/2020 06:15:00,O H,61846,-3.4,0.43,-4.75
02/18/2020 06:15:00,PJM,61847,9.23,-0.22,-18.03
02/18/2020 06:15:00,WEST,61752,-3.45,0.32,-4.81
02/18/2020 06:20:00,CAPITL,61757,21.7,-0.12,-23.61
02/18/2020 06:20:00,CENTRL,61754,1.17,-0.02,-2.99
02/18/2020 06:20:00,DUNWOD,61760,15.41,-0.15,-17.36
02/18/2020 06:20:00,GENESE,61753,0.42,0.02,-2.2
02/18/2020 06:20:00,H Q,61844,-1.75,0.04,0
02/18/2020 06:20:00,HUD VL,61758,15.35,-0.14,-17.29
02/18/2020 06:20:00,LONGIL,61762,21.76,-0.22,-23.77
02/18/2020 06:20:00,MHK VL,61756,1.21,-0.06,-3.07
02/18/2020 06:20:00,MILLWD,61759,15.66,-0.15,-17.6
02/18/2020 06:20:00,N.Y.C.,61761,15.39,-0.17,-17.35
02/18/2020 06:20:00,NORTH,61755,-1.75,0.05,0
02/18/2020 06:20:00,NPX,61845,20.28,-0.12,-22.19
02/18/2020 06:20:00,O H,61846,1.1,0.08,-2.81
02/18/2020 06:20:00,PJM,61847,8.83,-0.05,-10.67
02/18/2020 06:20:00,WEST,61752,1.11,0.06,-2.85
02/18/2020 06:25:00,CAPITL,61757,19.86,-0.1,-21.47
02/18/2020 06:25:00,CENTRL,61754,1.19,-0.02,-2.72
02/18/2020 06:25:00,DUNWOD,61760,14.15,-0.13,-15.78
02/18/2020 06:25:00,GENESE,61753,0.51,0.01,-2
02/18/2020 06:25:00,H Q,61844,-1.47,0.04,0
02/18/2020 06:25:00,HUD VL,61758,14.1,-0.12,-15.72
02/18/2020 06:25:00,LONGIL,61762,14.09,-0.19,-15.78
02/18/2020 06:25:00,MHK VL,61756,1.23,-0.05,-2.79
02/18/2020 06:25:00,MILLWD,61759,14.38,-0.12,-16.01
02/18/2020 06:25:00,N.Y.C.,61761,14.14,-0.14,-15.78
02/18/2020 06:25:00,NORTH,61755,-1.47,0.04,0
02/18/2020 06:25:00,NPX,61845,18.74,-0.1,-20.35
02/18/2020 06:25:00,O H,61846,1.12,0.07,-2.56
02/18/2020 06:25:00,PJM,61847,8.16,-0.04,-9.71
02/18/2020 06:25:00,WEST,61752,1.14,0.05,-2.59
02/18/2020 06:30:00,CAPITL,61757,13.95,0.88,0
02/18/2020 06:30:00,CENTRL,61754,13.3,0.22,0
02/18/2020 06:30:00,DUNWOD,61760,14.19,1.11,0
02/18/2020 06:30:00,GENESE,61753,13.01,-0.07,0
02/18/2020 06:30:00,H Q,61844,12.74,-0.34,0
02/18/2020 06:30:00,HUD VL,61758,14.1,1.02,0
02/18/2020 06:30:00,LONGIL,61762,14.7,1.62,0
02/18/2020 06:30:00,MHK VL,61756,13.56,0.48,0
02/18/2020 06:30:00,MILLWD,61759,14.15,1.07,0
02/18/2020 06:30:00,N.Y.C.,61761,14.28,1.2,0
02/18/2020 06:30:00,NORTH,61755,12.71,-0.37,0
02/18/2020 06:30:00,NPX,61845,15.83,0.86,-1.89
02/18/2020 06:30:00,O H,61846,12.58,-0.5,0
02/18/2020 06:30:00,PJM,61847,13.53,0.46,0
02/18/2020 06:30:00,WEST,61752,12.82,-0.26,0
02/18/2020 06:35:00,CAPITL,61757,15.8,0.57,-6.78
02/18/2020 06:35:00,CENTRL,61754,9.42,0.12,-0.86
02/18/2020 06:35:00,DUNWOD,61760,14.17,0.74,-4.98
02/18/2020 06:35:00,GENESE,61753,8.98,-0.09,-0.63
02/18/2020 06:35:00,H Q,61844,8.23,-0.21,0
02/18/2020 06:35:00,HUD VL,61758,14.08,0.68,-4.96
02/18/2020 06:35:00,LONGIL,61762,14.49,1.06,-4.98
02/18/2020 06:35:00,MHK VL,61756,9.63,0.3,-0.88
02/18/2020 06:35:00,MILLWD,61759,14.2,0.71,-5.05
02/18/2020 06:35:00,N.Y.C.,61761,14.23,0.81,-4.98
02/18/2020 06:35:00,NORTH,61755,8.22,-0.22,0
02/18/2020 06:35:00,NPX,61845,15.37,0.57,-6.35
02/18/2020 06:35:00,O H,61846,8.85,-0.4,-0.81
02/18/2020 06:35:00,PJM,61847,11.77,0.26,-3.06
02/18/2020 06:35:00,WEST,61752,9,-0.26,-0.82
02/18/2020 06:40:00,CAPITL,61757,14.98,0.74,-3.83
02/18/2020 06:40:00,CENTRL,61754,10.98,0.08,-0.49
02/18/2020 06:40:00,DUNWOD,61760,14.15,0.93,-2.82
02/18/2020 06:40:00,GENESE,61753,10.56,-0.21,-0.36
02/18/2020 06:40:00,H Q,61844,10.16,-0.25,0
02/18/2020 06:40:00,HUD VL,61758,14.07,0.85,-2.81
02/18/2020 06:40:00,LONGIL,61762,14.55,1.32,-2.82
02/18/2020 06:40:00,MHK VL,61756,11.26,0.35,-0.5
02/18/2020 06:40:00,MILLWD,61759,14.16,0.9,-2.86
02/18/2020 06:40:00,N.Y.C.,61761,14.24,1.02,-2.82
02/18/2020 06:40:00,NORTH,61755,10.17,-0.24,0
02/18/2020 06:40:00,NPX,61845,14.97,0.75,-3.82
02/18/2020 06:40:00,O H,61846,10.22,-0.65,-0.46
02/18/2020 06:40:00,PJM,61847,12.38,0.24,-1.73
02/18/2020 06:40:00,WEST,61752,10.37,-0.5,-0.46
02/18/2020 06:45:00,CAPITL,61757,22.36,-0.13,-24.33
02/18/2020 06:45:00,CENTRL,61754,1.22,-0.02,-3.08
02/18/2020 06:45:00,DUNWOD,61760,15.87,-0.16,-17.88
02/18/2020 06:45:00,GENESE,61753,0.45,0.03,-2.27
02/18/2020 06:45:00,H Q,61844,-1.8,0.04,0
02/18/2020 06:45:00,HUD VL,61758,15.82,-0.15,-17.81
02/18/2020 06:45:00,LONGIL,61762,15.8,-0.23,-17.88
02/18/2020 06:45:00,MHK VL,61756,1.25,-0.06,-3.16
02/18/2020 06:45:00,MILLWD,61759,16.13,-0.16,-18.14
02/18/2020 06:45:00,N.Y.C.,61761,15.85,-0.18,-17.88
02/18/2020 06:45:00,NORTH,61755,-1.81,0.04,0
02/18/2020 06:45:00,NPX,61845,19.47,-0.13,-21.44
02/18/2020 06:45:00,O H,61846,1.16,0.1,-2.9
02/18/2020 06:45:00,PJM,61847,9.11,-0.04,-11
02/18/2020 06:45:00,WEST,61752,1.17,0.08,-2.94
02/18/2020 06:50:00,CAPITL,61757,18.57,0.69,-8.05
02/18/2020 06:50:00,CENTRL,61754,10.94,0.09,-1.02
02/18/2020 06:50:00,DUNWOD,61760,16.64,0.89,-5.92
02/18/2020 06:50:00,GENESE,61753,10.43,-0.16,-0.75
02/18/2020 06:50:00,H Q,61844,11.06,-0.24,-1.46
02/18/2020 06:50:00,HUD VL,61758,16.53,0.81,-5.89
02/18/2020 06:50:00,LONGIL,61762,17,1.25,-5.92
02/18/2020 06:50:00,MHK VL,61756,11.21,0.33,-1.05
02/18/2020 06:50:00,MILLWD,61759,16.69,0.86,-6
02/18/2020 06:50:00,N.Y.C.,61761,16.73,0.98,-5.92
02/18/2020 06:50:00,NORTH,61755,9.63,-0.21,0
02/18/2020 06:50:00,NPX,61845,18.92,0.71,-8.38
02/18/2020 06:50:00,O H,61846,10.22,-0.57,-0.96
02/18/2020 06:50:00,PJM,61847,15.17,0.24,-5.1
02/18/2020 06:50:00,WEST,61752,10.38,-0.42,-0.97
02/18/2020 06:55:00,CAPITL,61757,17.35,0.69,-6.68
02/18/2020 06:55:00,CENTRL,61754,10.92,0.09,-0.85
02/18/2020 06:55:00,DUNWOD,61760,15.81,0.92,-4.91
02/18/2020 06:55:00,GENESE,61753,10.44,-0.17,-0.62
02/18/2020 06:55:00,H Q,61844,11.21,-0.24,-1.46
02/18/2020 06:55:00,HUD VL,61758,15.7,0.83,-4.89
02/18/2020 06:55:00,LONGIL,61762,16.15,1.26,-4.91
02/18/2020 06:55:00,MHK VL,61756,11.19,0.34,-0.87
02/18/2020 06:55:00,MILLWD,61759,15.84,0.88,-4.98
02/18/2020 06:55:00,N.Y.C.,61761,15.9,1.01,-4.91
02/18/2020 06:55:00,NORTH,61755,9.78,-0.21,0
02/18/2020 06:55:00,NPX,61845,17.91,0.72,-7.2
02/18/2020 06:55:00,O H,61846,10.2,-0.58,-0.8
02/18/2020 06:55:00,PJM,61847,14.73,0.26,-4.48
02/18/2020 06:55:00,WEST,61752,10.37,-0.42,-0.81
02/18/2020 07:00:00,CAPITL,61757,14.58,0.88,-2.43
02/18/2020 07:00:00,CENTRL,61754,11.88,0.23,-0.38
02/18/2020 07:00:00,DUNWOD,61760,14.15,1.08,-1.8
02/18/2020 07:00:00,GENESE,61753,11.53,-0.04,-0.3
02/18/2020 07:00:00,H Q,61844,12.45,-0.28,-1.46
02/18/2020 07:00:00,HUD VL,61758,14.05,0.99,-1.79
02/18/2020 07:00:00,LONGIL,61762,14.54,1.48,-1.8
02/18/2020 07:00:00,MHK VL,61756,12.14,0.48,-0.38
02/18/2020 07:00:00,MILLWD,61759,14.14,1.05,-1.82
02/18/2020 07:00:00,N.Y.C.,61761,14.25,1.18,-1.8
02/18/2020 07:00:00,NORTH,61755,10.99,-0.28,0
02/18/2020 07:00:00,NPX,61845,15.72,0.89,-3.56
02/18/2020 07:00:00,O H,61846,11.16,-0.47,-0.36
02/18/2020 07:00:00,PJM,61847,14.29,0.42,-2.6
02/18/2020 07:00:00,WEST,61752,11.36,-0.28,-0.37
02/18/2020 07:05:00,CAPITL,61757,13.93,1.03,0
02/18/2020 07:05:00,CENTRL,61754,13.25,0.35,0
02/18/2020 07:05:00,DUNWOD,61760,14.15,1.25,0
02/18/2020 07:05:00,GENESE,61753,13,0.1,0
02/18/2020 07:05:00,H Q,61844,12.55,-0.35,0
02/18/2020 07:05:00,HUD VL,61758,14.05,1.15,0
02/18/2020 07:05:00,LONGIL,61762,14.59,1.69,0
02/18/2020 07:05:00,MHK VL,61756,13.49,0.59,0
02/18/2020 07:05:00,MILLWD,61759,14.11,1.21,0
02/18/2020 07:05:00,N.Y.C.,61761,14.27,1.37,0
02/18/2020 07:05:00,NORTH,61755,12.52,-0.37,0
02/18/2020 07:05:00,NPX,61845,14.32,1.03,-0.39
02/18/2020 07:05:00,O H,61846,12.58,-0.32,0
02/18/2020 07:05:00,PJM,61847,13.48,0.58,0
02/18/2020 07:05:00,WEST,61752,12.8,-0.1,0
02/18/2020 07:10:00,CAPITL,61757,14.28,1.03,0
02/18/2020 07:10:00,CENTRL,61754,13.56,0.32,0
02/18/2020 07:10:00,DUNWOD,61760,14.5,1.26,0
02/18/2020 07:10:00,GENESE,61753,13.35,0.11,0
02/18/2020 07:10:00,H Q,61844,12.9,-0.34,0
02/18/2020 07:10:00,HUD VL,61758,14.39,1.15,0
02/18/2020 07:10:00,LONGIL,61762,14.95,1.71,0
02/18/2020 07:10:00,MHK VL,61756,13.82,0.58,0
02/18/2020 07:10:00,MILLWD,61759,14.45,1.2,0
02/18/2020 07:10:00,N.Y.C.,61761,14.62,1.38,0
02/18/2020 07:10:00,NORTH,61755,12.9,-0.34,0
02/18/2020 07:10:00,NPX,61845,14.67,1.03,-0.39
02/18/2020 07:10:00,O H,61846,12.9,-0.34,0
02/18/2020 07:10:00,PJM,61847,13.79,0.54,0
02/18/2020 07:10:00,WEST,61752,13.12,-0.12,0
02/18/2020 07:15:00,CAPITL,61757,14.46,1.05,0
02/18/2020 07:15:00,CENTRL,61754,13.76,0.35,0
02/18/2020 07:15:00,DUNWOD,61760,14.69,1.28,0
02/18/2020 07:15:00,GENESE,61753,13.58,0.16,0
02/18/2020 07:15:00,H Q,61844,13.07,-0.35,0
02/18/2020 07:15:00,HUD VL,61758,14.58,1.17,0
02/18/2020 07:15:00,LONGIL,61762,15.13,1.72,0
02/18/2020 07:15:00,MHK VL,61756,14.02,0.6,0
02/18/2020 07:15:00,MILLWD,61759,14.64,1.22,0
02/18/2020 07:15:00,N.Y.C.,61761,14.8,1.38,0
02/18/2020 07:15:00,NORTH,61755,13.08,-0.33,0
02/18/2020 07:15:00,NPX,61845,14.85,1.05,-0.39
02/18/2020 07:15:00,O H,61846,13.13,-0.28,0
02/18/2020 07:15:00,PJM,61847,13.98,0.56,0
02/18/2020 07:15:00,WEST,61752,13.36,-0.05,0
02/18/2020 07:20:00,CAPITL,61757,14.47,1.08,0
02/18/2020 07:20:00,CENTRL,61754,13.78,0.39,0
02/18/2020 07:20:00,DUNWOD,61760,14.7,1.31,0
02/18/2020 07:20:00,GENESE,61753,13.59,0.2,0
02/18/2020 07:20:00,H Q,61844,13.01,-0.37,0
02/18/2020 07:20:00,HUD VL,61758,14.6,1.21,0
02/18/2020 07:20:00,LONGIL,61762,15.17,1.78,0
02/18/2020 07:20:00,MHK VL,61756,14.01,0.62,0
02/18/2020 07:20:00,MILLWD,61759,14.65,1.26,0
02/18/2020 07:20:00,N.Y.C.,61761,14.83,1.43,0
02/18/2020 07:20:00,NORTH,61755,13.01,-0.37,0
02/18/2020 07:20:00,NPX,61845,17.57,1.07,-3.11
02/18/2020 07:20:00,O H,61846,13.17,-0.21,0
02/18/2020 07:20:00,PJM,61847,14.02,0.63,0
02/18/2020 07:20:00,WEST,61752,13.42,0.03,0
02/18/2020 07:25:00,CAPITL,61757,14.51,1.07,0
02/18/2020 07:25:00,CENTRL,61754,13.82,0.39,0
02/18/2020 07:25:00,DUNWOD,61760,14.76,1.33,0
02/18/2020 07:25:00,GENESE,61753,13.62,0.19,0
02/18/2020 07:25:00,H Q,61844,13.05,-0.38,0
02/18/2020 07:25:00,HUD VL,61758,14.65,1.22,0
02/18/2020 07:25:00,LONGIL,61762,15.23,1.8,0
02/18/2020 07:25:00,MHK VL,61756,14.06,0.63,0
02/18/2020 07:25:00,MILLWD,61759,14.71,1.28,0
02/18/2020 07:25:00,N.Y.C.,61761,14.88,1.45,0
02/18/2020 07:25:00,NORTH,61755,13.03,-0.4,0
02/18/2020 07:25:00,NPX,61845,17.63,1.09,-3.11
02/18/2020 07:25:00,O H,61846,13.19,-0.24,0
02/18/2020 07:25:00,PJM,61847,14.05,0.62,0
02/18/2020 07:25:00,WEST,61752,13.42,-0.01,0
02/18/2020 07:30:00,CAPITL,61757,14.49,1.07,0
02/18/2020 07:30:00,CENTRL,61754,13.82,0.4,0
02/18/2020 07:30:00,DUNWOD,61760,14.76,1.34,0
02/18/2020 07:30:00,GENESE,61753,13.6,0.19,0
02/18/2020 07:30:00,H Q,61844,13.04,-0.38,0
02/18/2020 07:30:00,HUD VL,61758,14.64,1.22,0
02/18/2020 07:30:00,LONGIL,61762,15.24,1.82,0
02/18/2020 07:30:00,MHK VL,61756,14.05,0.63,0
02/18/2020 07:30:00,MILLWD,61759,14.7,1.29,0
02/18/2020 07:30:00,N.Y.C.,61761,14.89,1.48,0
02/18/2020 07:30:00,NORTH,61755,13.01,-0.4,0
02/18/2020 07:30:00,NPX,61845,17.61,1.09,-3.11
02/18/2020 07:30:00,O H,61846,13.2,-0.22,0
02/18/2020 07:30:00,PJM,61847,14.06,0.64,0
02/18/2020 07:30:00,WEST,61752,13.43,0.01,0
02/18/2020 07:35:00,CAPITL,61757,14.49,1.07,0
02/18/2020 07:35:00,CENTRL,61754,13.79,0.38,0
02/18/2020 07:35:00,DUNWOD,61760,14.77,1.35,0
02/18/2020 07:35:00,GENESE,61753,13.6,0.19,0
02/18/2020 07:35:00,H Q,61844,13.04,-0.38,0
02/18/2020 07:35:00,HUD VL,61758,14.65,1.23,0
02/18/2020 07:35:00,LONGIL,61762,15.27,1.85,0
02/18/2020 07:35:00,MHK VL,61756,14.05,0.63,0
02/18/2020 07:35:00,MILLWD,61759,14.72,1.3,0
02/18/2020 07:35:00,N.Y.C.,61761,14.91,1.49,0
02/18/2020 07:35:00,NORTH,61755,13,-0.42,0
02/18/2020 07:35:00,NPX,61845,19.46,1.09,-4.96
02/18/2020 07:35:00,O H,61846,13.17,-0.24,0
02/18/2020 07:35:00,PJM,61847,14.03,0.62,0
02/18/2020 07:35:00,WEST,61752,13.4,-0.01,0
02/18/2020 07:40:00,CAPITL,61757,14.5,1.07,0
02/18/2020 07:40:00,CENTRL,61754,13.83,0.4,0
02/18/2020 07:40:00,DUNWOD,61760,14.78,1.36,0
02/18/2020 07:40:00,GENESE,61753,13.63,0.2,0
02/18/2020 07:40:00,H Q,61844,13.04,-0.39,0
02/18/2020 07:40:00,HUD VL,61758,14.65,1.22,0
02/18/2020 07:40:00,LONGIL,61762,15.27,1.84,0
02/18/2020 07:40:00,MHK VL,61756,14.07,0.64,0
02/18/2020 07:40:00,MILLWD,61759,14.72,1.29,0
02/18/2020 07:40:00,N.Y.C.,61761,14.91,1.48,0
02/18/2020 07:40:00,NORTH,61755,13.01,-0.42,0
02/18/2020 07:40:00,NPX,61845,19.47,1.09,-4.96
02/18/2020 07:40:00,O H,61846,13.21,-0.22,0
02/18/2020 07:40:00,PJM,61847,14.07,0.64,0
02/18/2020 07:40:00,WEST,61752,13.44,0.01,0
02/18/2020 07:45:00,CAPITL,61757,14.57,1.09,0
02/18/2020 07:45:00,CENTRL,61754,13.87,0.39,0
02/18/2020 07:45:00,DUNWOD,61760,14.87,1.39,0
02/18/2020 07:45:00,GENESE,61753,13.67,0.19,0
02/18/2020 07:45:00,H Q,61844,13.09,-0.39,0
02/18/2020 07:45:00,HUD VL,61758,14.74,1.25,0
02/18/2020 07:45:00,LONGIL,61762,15.36,1.87,0
02/18/2020 07:45:00,MHK VL,61756,14.13,0.65,0
02/18/2020 07:45:00,MILLWD,61759,14.8,1.32,0
02/18/2020 07:45:00,N.Y.C.,61761,14.99,1.51,0
02/18/2020 07:45:00,NORTH,61755,13.05,-0.43,0
02/18/2020 07:45:00,NPX,61845,19.55,1.11,-4.96
02/18/2020 07:45:00,O H,61846,13.24,-0.24,0
02/18/2020 07:45:00,PJM,61847,14.12,0.63,0
02/18/2020 07:45:00,WEST,61752,13.47,-0.01,0
02/18/2020 07:50:00,CAPITL,61757,14.57,1.09,0
02/18/2020 07:50:00,CENTRL,61754,13.86,0.38,0
02/18/2020 07:50:00,DUNWOD,61760,14.86,1.38,0
02/18/2020 07:50:00,GENESE,61753,13.66,0.17,0
02/18/2020 07:50:00,H Q,61844,13.1,-0.38,0
02/18/2020 07:50:00,HUD VL,61758,14.72,1.24,0
02/18/2020 07:50:00,LONGIL,61762,15.36,1.87,0
02/18/2020 07:50:00,MHK VL,61756,14.12,0.63,0
02/18/2020 07:50:00,MILLWD,61759,14.79,1.31,0
02/18/2020 07:50:00,N.Y.C.,61761,14.99,1.51,0
02/18/2020 07:50:00,NORTH,61755,13.08,-0.4,0
02/18/2020 07:50:00,NPX,61845,18.85,1.09,-4.27
02/18/2020 07:50:00,O H,61846,13.23,-0.26,0
02/18/2020 07:50:00,PJM,61847,14.1,0.62,0
02/18/2020 07:50:00,WEST,61752,13.44,-0.04,0
02/18/2020 07:55:00,CAPITL,61757,15.37,1.14,0
02/18/2020 07:55:00,CENTRL,61754,14.61,0.38,0
02/18/2020 07:55:00,DUNWOD,61760,15.67,1.44,0
02/18/2020 07:55:00,GENESE,61753,14.41,0.18,0
02/18/2020 07:55:00,H Q,61844,13.85,-0.38,0
02/18/2020 07:55:00,HUD VL,61758,15.52,1.29,0
02/18/2020 07:55:00,LONGIL,61762,16.19,1.96,0
02/18/2020 07:55:00,MHK VL,61756,14.9,0.67,0
02/18/2020 07:55:00,MILLWD,61759,15.61,1.38,0
02/18/2020 07:55:00,N.Y.C.,61761,15.81,1.58,0
02/18/2020 07:55:00,NORTH,61755,13.85,-0.38,0
02/18/2020 07:55:00,NPX,61845,19.64,1.14,-4.27
02/18/2020 07:55:00,O H,61846,13.94,-0.28,0
02/18/2020 07:55:00,PJM,61847,14.87,0.64,0
02/18/2020 07:55:00,WEST,61752,14.17,-0.06,0
02/18/2020 08:00:00,CAPITL,61757,16.33,1.15,0
02/18/2020 08:00:00,CENTRL,61754,15.6,0.42,0
02/18/2020 08:00:00,DUNWOD,61760,16.66,1.49,0
02/18/2020 08:00:00,GENESE,61753,15.36,0.18,0
02/18/2020 08:00:00,H Q,61844,14.79,-0.38,0
02/18/2020 08:00:00,HUD VL,61758,16.51,1.34,0
02/18/2020 08:00:00,LONGIL,61762,17.16,1.99,0
02/18/2020 08:00:00,MHK VL,61756,15.87,0.7,0
02/18/2020 08:00:00,MILLWD,61759,16.58,1.41,0
02/18/2020 08:00:00,N.Y.C.,61761,16.81,1.64,0
02/18/2020 08:00:00,NORTH,61755,14.81,-0.36,0
02/18/2020 08:00:00,NPX,61845,20.6,1.15,-4.27
02/18/2020 08:00:00,O H,61846,14.88,-0.29,0
02/18/2020 08:00:00,PJM,61847,15.87,0.7,0
02/18/2020 08:00:00,WEST,61752,15.14,-0.03,0
02/18/2020 08:05:00,CAPITL,61757,18.13,1.25,0
02/18/2020 08:05:00,CENTRL,61754,17.27,0.39,0
02/18/2020 08:05:00,DUNWOD,61760,18.48,1.6,0
02/18/2020 08:05:00,GENESE,61753,16.98,0.1,0
02/18/2020 08:05:00,H Q,61844,16.49,-0.39,0
02/18/2020 08:05:00,HUD VL,61758,18.31,1.43,0
02/18/2020 08:05:00,LONGIL,61762,19.01,2.13,0
02/18/2020 08:05:00,MHK VL,61756,17.64,0.76,0
02/18/2020 08:05:00,MILLWD,61759,18.4,1.52,0
02/18/2020 08:05:00,N.Y.C.,61761,18.65,1.77,0
02/18/2020 08:05:00,NORTH,61755,16.54,-0.34,0
02/18/2020 08:05:00,NPX,61845,20.24,1.25,-2.11
02/18/2020 08:05:00,O H,61846,16.42,-0.45,0
